name,affiliation,homepage,scholarid
James Cheng,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/~jcheng,M--dS1EAAAAJ
James Clause,University of Delaware,https://www.eecis.udel.edu/~clause,CappitoAAAAJ
James Clawson,Indiana University,https://jamesclawson.com,7Z-F_AoAAAAJ
James Cremer,University of Iowa,https://www.cs.uiowa.edu/~cremer,At2chacAAAAJ
James Currier,University of Pittsburgh,http://www.sci.pitt.edu/faculty-and-research/faculty-directory/james-d-kip-currier,NOSCHOLARPAGE
James Cussens,University of Bristol,https://research-information.bris.ac.uk/en/persons/james-cussens,OEFkOR0AAAAJ
James D. Foley,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Jim.Foley/foley.html,GmcChLIAAAAJ
James D. Herbsleb,Carnegie Mellon University,http://herbsleb.org,NOSCHOLARPAGE
James D. Hollan,Univ. of California - San Diego,http://hci.ucsd.edu/hollan,LOFYnLkAAAAJ
James David Laird,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/james_laird,_Gi9Hl4AAAAJ
James Davis 0001,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~davis,BDYIAe4AAAAJ
James Demmel,Univ. of California - Berkeley,https://www.cs.berkeley.edu/~demmel,NOSCHOLARPAGE
James Dunham,Southern Methodist University,https://www.smu.edu/Lyle/Departments/CSE/People/Faculty/DunhamJames,s2VQbjwAAAAJ
James E. Davis,Univ. of California - Santa Cruz,https://users.soe.ucsc.edu/~davis,BDYIAe4AAAAJ
James E. Gain,University of Cape Town,https://people.cs.uct.ac.za/~jgain,ZN802qkAAAAJ
James E. Heliotis,Rochester Institute of Technology,https://www.cs.rit.edu/~jeh,NOSCHOLARPAGE
James E. Young,University of Manitoba,http://home.cs.umanitoba.ca/~young,NOSCHOLARPAGE
James Everett Young,University of Manitoba,http://home.cs.umanitoba.ca/~young,NOSCHOLARPAGE
James F. Allen,University of Rochester,http://www.cs.rochester.edu/~james,FxPzh9kAAAAJ
James F. O'Brien,Univ. of California - Berkeley,http://obrien.berkeley.edu,UWZA0v4AAAAJ
James Fastook,University of Maine,https://umaine.edu/scis/faculty-and-staff/james-fastook,ea1-wPUAAAAJ
James Fleming,Dalhousie University,https://www.dal.ca/faculty/computerscience/faculty-staff/james-fleming.html,BU9Rmm8AAAAJ
James Fogarty,University of Washington,https://homes.cs.washington.edu/~jfogarty,hma0WFAAAAAJ
James Foley 0001,Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Jim.Foley/foley.html,GmcChLIAAAAJ
James G. Nagy,Emory University,https://math.emory.edu/~nagy,fMdqZFsAAAAJ
James Garforth,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/James_Garforth.html,epjKkBMAAAAJ
James Geller,NJIT,https://web.njit.edu/~geller,R_EbDzYAAAAJ
James Griffioen,University of Kentucky,http://protocols.netlab.uky.edu/~griff,NOSCHOLARPAGE
James H. Anderson,University of North Carolina,http://jamesanderson.web.unc.edu,mIZu9oQAAAAJ
James H. Davenport,University of Bath,http://people.bath.ac.uk/masjhd,dy5hIhAAAAAJ
James H. Elder,York University,http://elderlab.yorku.ca/~elder,wSBFrb8AAAAJ
James H. Hill,IUPUI,http://sebox.cs.iupui.edu,NOSCHOLARPAGE
James H. Martin,University of Colorado Boulder,http://www.cs.colorado.edu/~martin,ZVxO6IIAAAAJ
James H. Moore,University of Pennsylvania,http://epistasis.org/jason-h-moore-phd,mE1Te78AAAAJ
James H. Morris,Carnegie Mellon University,http://www.cs.cmu.edu/~jhm,Y9cRdbIAAAAJ
James H. Morris Jr.,Carnegie Mellon University,http://www.cs.cmu.edu/~jhm,Y9cRdbIAAAAJ
James Harland,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/h/harland-associate-professor-james,46pt7TgAAAAJ
James Harold Davenport,University of Bath,http://people.bath.ac.uk/masjhd,bxOyjTUAAAAJ
James Hays,Georgia Institute of Technology,http://www.cc.gatech.edu/~hays,vjZrDKQAAAAJ
James Henri Tompkin,Brown University,http://www.jamestompkin.com,Ex3pgLAAAAAJ
James Hook,Portland State University,http://web.cecs.pdx.edu/~hook,dBE0MEkAAAAJ
James I. Lathrop,Iowa State University,https://www.cs.iastate.edu/people/jim-lathrop,NOSCHOLARPAGE
James J. Little,University of British Columbia,http://www.cs.ubc.ca/~little,a0za4V8AAAAJ
James J. Martin,Clemson University,https://people.cs.clemson.edu/~jmarty,66VE-3MAAAAJ
James J. Q. Yu,SUSTech,https://jamesyu.me,PUgfVxwAAAAJ
James Jenn-Jier Lien,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/17,3nu_iw0AAAAJ
James Jian Qiao Yu,SUSTech,https://jamesyu.me,PUgfVxwAAAAJ
James Joshi,University of Pittsburgh,http://www.sis.pitt.edu/jjoshi,veOn_3UAAAAJ
James K. Baker,University of Central Florida,https://www.cs.ucf.edu/person/james-baker,NOSCHOLARPAGE
James K. Hahn,George Washington University,https://www.seas.gwu.edu/~hahn,m0BU16YAAAAJ
James Kwangjune Hahn,George Washington University,https://www.seas.gwu.edu/~hahn,m0BU16YAAAAJ
James L. Patton,University of Illinois at Chicago,https://pattonj.people.uic.edu,GWUT6MQAAAAJ
James L. Weiner,University of New Hampshire,http://www.cs.unh.edu/Faculty/jlw.html,NOSCHOLARPAGE
James Laird,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/james_laird,_Gi9Hl4AAAAJ
James Lin,Shanghai Jiao Tong University,https://hpc.sjtu.edu.cn/~lin/,TFfS5AcAAAAJ
James Little 0001,University of British Columbia,http://www.cs.ubc.ca/~little,a0za4V8AAAAJ
James M. Calvin,NJIT,https://web.njit.edu/~calvin,TFf0hRcAAAAJ
James M. Purtilo,University of Maryland - College Park,https://seam.cs.umd.edu/purtilo,5-O2lzIAAAAJ
James M. Rehg,Univ. of Illinois at Urbana-Champaign,http://rehg.org,8kA3eDwAAAAJ
James M. Stiles,University of Kansas,http://www.eecs.ku.edu/people/faculty/jstiles,GYMISJkAAAAJ
James M. Westall,Clemson University,https://people.cs.clemson.edu/~westall/homepage.html,NOSCHOLARPAGE
James Martin 0001,Clemson University,https://people.cs.clemson.edu/~jmarty,66VE-3MAAAAJ
James Matthew Rehg,Univ. of Illinois at Urbana-Champaign,http://rehg.org,8kA3eDwAAAAJ
James McCann,Carnegie Mellon University,http://www.cs.cmu.edu/~jmccann,NOSCHOLARPAGE
James McHugh,NJIT,https://web.njit.edu/~mchugh/202,oi903pgAAAAJ
James McKee,Royal Holloway University of London,https://pure.royalholloway.ac.uk/en/persons/james-mckee,NOSCHOLARPAGE
James McKinna,Heriot-Watt University,https://researchportal.hw.ac.uk/en/persons/james-mckinna,_CjMNVsAAAAJ
James Mickens,Harvard University,http://mickens.seas.harvard.edu,7m5-SfEAAAAJ
James N. Smith,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=JASMITH8,vktau2YAAAAJ
James Ohene-Djan,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/j-ohene-djan,NOSCHOLARPAGE
James P. Bagrow,University of Vermont,http://bagrow.com,krWnCYIAAAAJ
James P. Callan,Carnegie Mellon University,http://www.cs.cmu.edu/~callan,Un5KXJ4AAAAJ
James P. Clements,Clemson University,https://www.clemson.edu/administration/president/biography.html,tUxim4kAAAAJ
James P. Cohoon,University of Virginia,https://www.cs.virginia.edu/~cohoon,ud1XWV0AAAAJ
James P. Delgrande,Simon Fraser University,http://www.cs.sfu.ca/~jim,NOSCHOLARPAGE
James P. G. Sterbenz,University of Kansas,http://www.ittc.ku.edu/~jpgs,Xuh3zZ8AAAAJ
James P. Parkerson,University of Arkansas,http://www.csce.uark.edu/~jparkers,NOSCHOLARPAGE
James Palmer,Northern Arizona University,https://nau.edu/siccs/faculty,Je5-HpYAAAAJ
James Parrish,Nova Southeastern University,https://cec.nova.edu/faculty/parrish.html,C4lsGgkAAAAJ
James Paul Dourish,Univ. of California - Irvine,http://www.dourish.com,wyCIJfQAAAAJ
James Purtilo,University of Maryland - College Park,https://seam.cs.umd.edu/purtilo,5-O2lzIAAAAJ
James Pustejovsky,Brandeis University,http://www.brandeis.edu/facultyguide/person.html?emplid=dbbe2e6922a901a7151b3d83b6618450867207ae,56UT_6IAAAAJ
James Quilty,Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/JamesQuilty,NOSCHOLARPAGE
James R. Cordy,Queen’s University,http://www.cs.queensu.ca/~cordy,t7IssBgAAAAJ
James R. Lee,University of Washington,https://homes.cs.washington.edu/~jrl,x7viPbgAAAAJ
James R. Luedtke,University of Wisconsin - Madison,https://homepages.cae.wisc.edu/~luedtkej,NOSCHOLARPAGE
James R. Miller,University of Kansas,http://people.eecs.ku.edu/~miller,K5hmGHcAAAAJ
James R. Wallace,University of Waterloo,https://uwaterloo.ca/human-computer-interaction-health-lab,CxDo9sAAAAJ
James R. Warren,University of Auckland,https://www.cs.auckland.ac.nz/~jim,67P38dMAAAAJ
James R. Wright,University of Alberta,http://jrwright.info,-BEP3TYAAAAJ
James Riely,DePaul University,http://fpl.cs.depaul.edu/jriely,P_76K3wAAAAJ
James Rowland,University of Kansas,http://www.eecs.ku.edu/people/faculty/jrowland,NOSCHOLARPAGE
James S. Collofello,Arizona State University,https://cidse.engineering.asu.edu/directory/collofello-james,NOSCHOLARPAGE
James S. Plank,University of Tennessee,http://web.eecs.utk.edu/~plank,pH3eZOQAAAAJ
James S. Royer,Syracuse University,http://www.cis.syr.edu/~royer,NOSCHOLARPAGE
James Stephen Marron,University of North Carolina,http://cs.unc.edu/people/steve-marron,Ft9MrIoAAAAJ
James Stewart,Queen’s University,http://www.cs.queensu.ca/home/jstewart,xQXd2pEAAAAJ
James T. Canning,University of Massachusetts Lowell,https://www.uml.edu/About/leadership/Deans/Canning-James.aspx,1V__UcAAAAAJ
James T. Kwok,HKUST,http://www.cse.ust.hk/~jamesk,NOSCHOLARPAGE
James Tam,University of Calgary,http://pages.cpsc.ucalgary.ca/~tamj,CDVDYysAAAAJ
James Thorne,KAIST,https://jamesthorne.com,hao9RrgAAAAJ
James Tin-Yau Kwok,HKUST,http://www.cse.ust.hk/~jamesk,NOSCHOLARPAGE
James Tompkin 0001,Brown University,http://www.jamestompkin.com,Ex3pgLAAAAAJ
James Tuck 0001,North Carolina State University,https://sites.google.com/a/ncsu.edu/james-tuck,4Ulx0fyHsLwC
James Vallino,Rochester Institute of Technology,http://www.se.rit.edu/~jrv,DwWwHIMAAAAJ
James W. Davis,Ohio State University,http://web.cse.ohio-state.edu/~jwdavis,Jd6nw80AAAAJ
James W. Hong,POSTECH,http://dpnm.postech.ac.kr/~jwkhong,0-cL2cYAAAAJ
James W. Mickens,Harvard University,http://mickens.seas.harvard.edu,7m5-SfEAAAAJ
James Waldo,Harvard University,https://www.seas.harvard.edu/directory/waldo,A6y_bqkAAAAJ
James Wang,Clemson University,https://people.cs.clemson.edu/~jzwang,JVEaAlEAAAAJ
James Weimer,Vanderbilt University,https://jamesweimer.net/,IeuLakwAAAAJ
James Weldon Demmel,Univ. of California - Berkeley,https://www.cs.berkeley.edu/~demmel,NOSCHOLARPAGE
James Westall,Clemson University,https://people.cs.clemson.edu/~westall/homepage.html,NOSCHOLARPAGE
James Wittig,Vanderbilt University,http://engineering.vanderbilt.edu/bio/james-wittig,NOSCHOLARPAGE
James Won-Ki Hong,POSTECH,http://dpnm.postech.ac.kr/~jwkhong,xmjM_WoAAAAJ
James Worrell 0001,University of Oxford,http://www.cs.ox.ac.uk/james.worrell,oFZmiioAAAAJ
James Xi Zheng,Macquarie University,http://web.science.mq.edu.au/~jxzheng,SNfRGJoAAAAJ
James Y. Zou,Stanford University,https://sites.google.com/site/jamesyzou,23ZXZvEAAAAJ
James Yu,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/FacultyInfo.aspx?fid=344,NOSCHOLARPAGE
James Zou 0001,Stanford University,https://www.james-zou.com/,23ZXZvEAAAAJ
Jamie A. Ward,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/ward-jamie,-Xy7uX4AAAAJ
Jamie Callan,Carnegie Mellon University,http://www.cs.cmu.edu/~callan,Un5KXJ4AAAAJ
Jamie Forth,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/forth-jamie,z4E94nIAAAAJ
Jamie H. Morgenstern,University of Washington,http://jamiemorgenstern.com,t0ZfFH8AAAAJ
Jamie Morgenstern,University of Washington,http://jamiemorgenstern.com,t0ZfFH8AAAAJ
Jamie Paul Twycross,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/jamie.twycross,I9Tsqf8AAAAJ
Jamie Payton,NJIT,https://people.njit.edu/profile/js2852,dIbeva0AAAAJ
Jamie Sikora,Virginia Tech,https://www.perimeterinstitute.ca/people/jamie-sikora,EBxyd5gAAAAJ
Jamie Twycross,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/jamie.twycross,I9Tsqf8AAAAJ
Jamie Vicary,University of Cambridge,https://www.cl.cam.ac.uk/~jv258,9LG1IeMAAAAJ
Jamilson Dantas,UFPE,https://sites.google.com/cin.ufpe.br/jamilsondantas,p-6fez4AAAAJ
Jamuna Kanta Sing,Jadavpur University,https://jaduniv.irins.org/profile/57038,rf_-dsUAAAAJ
"Jan ""Matt"" Pedersen",University of Nevada Las Vegas,http://www.egr.unlv.edu/~matt,Oh3z3nEAAAAJ
Jan Allebach,Purdue University,https://engineering.purdue.edu/ECE/People/ptProfile?resource_id=3043,NOSCHOLARPAGE
Jan Arne Telle,University of Bergen,http://www.ii.uib.no/~telle,NOSCHOLARPAGE
Jan B. Pedersen,University of Nevada Las Vegas,http://www.egr.unlv.edu/~matt,Oh3z3nEAAAAJ
Jan B. Pedersen 0001,University of Nevada Las Vegas,http://www.egr.unlv.edu/~matt,Oh3z3nEAAAAJ
Jan Bender,RWTH Aachen University,https://www.animation.rwth-aachen.de,POEoFagAAAAJ
Jan Beutel,University of Innsbruck,https://www.uibk.ac.at/informatik/forschung/professorinnen.html.de,LRkwAAAAJ
Jan Bosch,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/jan-bosch.aspx,Wr6oSWIAAAAJ
Jan Bouda,Masaryk University,https://www.muni.cz/en/people/3717,To23LQMAAAAJ
Jan Bækgaard Pedersen,University of Nevada Las Vegas,http://www.egr.unlv.edu/~matt,Oh3z3nEAAAAJ
Jan C. van Gemert,TU Delft,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/jan-van-gemert,JUdMRGcAAAAJ
Jan Carlo Barca,Monash University,http://monash.edu/research/explore/en/persons/jan-barca(b809a264-a966-4c49-b3b3-1425a47f97ee).html,bZQ0r6YAAAAJ
Jan Carlson,Mälardalen University,http://www.es.mdh.se/staff/40-Jan_Carlson,gH5Au04AAAAJ
Jan Cederquist,Universidade de Lisboa,http://web.ist.utl.pt/~ist24691,ImQ41W0AAAAJ
Jan Cernocký,Brno University of Technology,https://www.fit.vut.cz/person/cernocky,BnfCLXcAAAAJ
Jan Chomicki,University at Buffalo,https://www.cse.buffalo.edu/~chomicki,twwFv3QAAAAJ
Jan Chorowski,University of Wroclaw,http://ii.uni.wroc.pl/instytut/pracownicy/15,Yc94070AAAAJ
Jan Ehlers,Bauhaus University Weimar,https://www.uni-weimar.de/en/media/chairs/computer-science-department/usability-research-group/group/vertretungs-professor-dr-jan-ehlers,NOSCHOLARPAGE
Jan F. Prins,University of North Carolina,http://www.cs.unc.edu/~prins,VFMbBPgAAAAJ
Jan Faigl,Czech Technical University,http://robotics.fel.cvut.cz/faigl,-finD_sAAAAJ
Jan Friso Groote,TU Eindhoven,http://www.win.tue.nl/~jfg,fZ3cdbUAAAAJ
Jan Gugenheimer,TU Darmstadt,https://www.gugenheimer.com,DkjBHDUAAAAJ
Jan Hajic,Charles University,https://ufal.mff.cuni.cz/jan-hajic,PRGTBUoAAAAJ
Jan Hidders,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/hidders-jan,EHD4dXkAAAAJ
Jan Hoffmann 0002,Carnegie Mellon University,http://www.cs.cmu.edu/~janh,gdWrCjEAAAAJ
Jan Honza Cernocký,Brno University of Technology,https://www.fit.vut.cz/person/cernocky,BnfCLXcAAAAJ
Jan Hubicka,Charles University,http://www.ucw.cz/~hubicka,vhXJ0JEAAAAJ
Jan Ingemar Markendahl,KTH Royal Institute of Technology,https://www.kth.se/profile/janmar,Yy6WaDkAAAAJ
Jan J. M. M. Rutten,CWI,https://www.cwi.nl/people/127,NOSCHOLARPAGE
Jan Jonsson,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/janjo.aspx,NOSCHOLARPAGE
Jan Jürjens,University of Koblenz-Landau,https://www.uni-koblenz-landau.de/de/koblenz/fb4/ist/rgse/staff/jan-juerjens,erI33mgAAAAJ
Jan Kloppenborg Møller,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE
Jan Kofron,Charles University,https://d3s.mff.cuni.cz/people/jankofron,Q551wNIAAAAJ
Jan Komorowski,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/henryk-jan-komorowski,P6CBNTMAAAAJ
Jan Kratochvíl,Charles University,https://kam.mff.cuni.cz/~honza,AUbareUAAAAJ
Jan Kretinsky,Masaryk University,https://www7.in.tum.de/~kretinsk,w4KVyKAAAAAJ
Jan Kretínský,Masaryk University,https://www7.in.tum.de/~kretinsk,w4KVyKAAAAAJ
Jan Kybic,Czech Technical University,http://cmp.felk.cvut.cz/~kybic,QwIATDoAAAAJ
Jan Kyncl,Charles University,https://kam.mff.cuni.cz/~kyncl,08jlpUUAAAAJ
Jan Lellmann,University of Lübeck,https://www.mic.uni-luebeck.de/people/jan-lellmann.html,AyjlTxMAAAAJ
Jan M. Allbeck,George Mason University,http://cs.gmu.edu/~jallbeck,GF-eRaMAAAAJ
Jan M. Rabaey,Univ. of California - Berkeley,https://www2.eecs.berkeley.edu/Faculty/Homepages/rabaey.html,GP64q_kAAAAJ
Jan Maas,IST Austria,https://ist.ac.at/research/research-groups/maas-group,Cm3vCpUAAAAJ
Jan Madey,University of Warsaw,http://www.eunis.org/organization/jan-madey-bio,NOSCHOLARPAGE
Jan Madsen,DTU,https://www.compute.dtu.dk/english,NOSCHOLARPAGE
Jan Mendling,Humboldt University of Berlin,https://www.informatik.hu-berlin.de/de/forschung/gebiete/promis/team/mendling,e3LVAMEAAAAJ
Jan Mielniczuk,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/jan-mielniczuk,O9m65cYAAAAJ
Jan Modersitzki,University of Lübeck,https://www.mic.uni-luebeck.de/people/jan-modersitzki.html,kjJlVk8AAAAJ
Jan N. van Rijn,Leiden University,https://www.universiteitleiden.nl/en/staffmembers/jan-van-rijn#tab-2,O4X5CpwAAAAJ
Jan O. Borchers,RWTH Aachen University,https://hci.rwth-aachen.de/borchers,BN5-ACgAAAAJ
Jan Obdrzálek,Masaryk University,https://www.muni.cz/en/people/1552,x9S-uaAAAAAJ
Jan Oliver Borchers,RWTH Aachen University,https://hci.rwth-aachen.de/borchers,BN5-ACgAAAAJ
Jan Otop,University of Wroclaw,http://popl16.sigplan.org/profile/janotop,EueQHIgAAAAJ
Jan P. H. van Santen,OHSU,http://cslu.ohsu.edu/~vansanten,NOSCHOLARPAGE
Jan P. de Ruiter,Tufts University,http://www.uni-bielefeld.de/lili/personen/jruiter,NOSCHOLARPAGE
Jan Paredis,Maastricht University,https://www.maastrichtuniversity.nl/j.paredis,hJqMjHYAAAAJ
Jan Paul Siebert,University of Glasgow,http://www.dcs.gla.ac.uk/~psiebert,DoEOa80AAAAJ
Jan Pedersen 0001,University of Nevada Las Vegas,http://www.egr.unlv.edu/~matt,Oh3z3nEAAAAJ
Jan Peleska 0001,University of Bremen,http://www.informatik.uni-bremen.de/agbs/jp,NOSCHOLARPAGE
Jan Peter de Ruiter,Tufts University,http://www.uni-bielefeld.de/lili/personen/jruiter,NOSCHOLARPAGE
Jan Peters 0001,TU Darmstadt,https://www.ias.informatik.tu-darmstadt.de/Team/JanPeters,-kIVAcAAAAAJ
Jan Prins,University of North Carolina,http://www.cs.unc.edu/~prins,VFMbBPgAAAAJ
Jan Ramon,CRIStAL,https://www.cristal.univ-lille.fr/profil/jramon,NOSCHOLARPAGE
Jan Reineke 0001,Saarland University,http://embedded.cs.uni-saarland.de/reineke.php,s1otaQ0AAAAJ
Jan Rutten,CWI,https://www.cwi.nl/people/127,NOSCHOLARPAGE
Jan S. Rellermeyer,University of Hannover,https://www.ise.uni-hannover.de/rellermeyer,hnCSi8gAAAAJ
Jan Schröder,University of Melbourne,https://www.findanexpert.unimelb.edu.au/display/person304961,EoQ2NZsAAAAJ
Jan Skansholm,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/skanshol.aspx,NOSCHOLARPAGE
Jan Smith,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/smith.aspx,NOSCHOLARPAGE
Jan Stage,Aalborg University,http://people.cs.aau.dk/~jans,6fgR7XcAAAAJ
Jan Strejcek,Masaryk University,https://www.muni.cz/en/people/3366,2Bdz-iAAAAAJ
Jan Tretmans,Radboud University,http://www.cs.ru.nl/~tretmans,J_y4V0UAAAAJ
Jan Treur,VU Amsterdam,http://www.cs.vu.nl/~treur,2NzjnkYAAAAJ
Jan Vahrenhold,University of Münster,https://www.uni-muenster.de/Informatik.AGVahrenhold/personen/prof.dr.janvahrenhold/index.html,NOSCHOLARPAGE
Jan Vitek,Northeastern University,https://www.khoury.northeastern.edu/people/jan-vitek/,Ws0GjboAAAAJ
Jan van Eijck,CWI,http://homepages.cwi.nl/~jve,ptYHch4AAAAJ
Jan van Gemert,TU Delft,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/computer-vision-lab/people/jan-van-gemert,JUdMRGcAAAAJ
Jan van Leeuwen,Utrecht University,https://www.uu.nl/staff/JvanLeeuwen1,7s_pSa4AAAAJ
Jan van den Brand,Georgia Institute of Technology,https://faculty.cc.gatech.edu/~vdbrand/,56fOepEAAAAJ
Jan-J. Rückmann,University of Bergen,https://www.uib.no/en/persons/Jan-Joachim.R%C3%BCckmann,NOSCHOLARPAGE
Jan-Philipp Steghöfer,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/jan-philipp-steghofer.aspx,NOSCHOLARPAGE
Jan-Willem van de Meent,University of Amsterdam,https://www.ccs.neu.edu/home/jwvdm,CX9Lu38AAAAJ
Jana Dittmann,University of Magdeburg,https://omen.cs.uni-magdeburg.de/itiamsl/deutsch/home/index.html,NOSCHOLARPAGE
Jana Giceva,TU Munich,https://db.in.tum.de/~giceva,O7xc9uEAAAAJ
Jana Koehler,Saarland University,https://www.dfki.de/en/web/about-us/employee/person/jako01,lLSyJr0AAAAJ
Jana Kosecka,George Mason University,https://cs.gmu.edu/~kosecka,sQ6l4sMAAAAJ
Jana Kosecká,George Mason University,https://cs.gmu.edu/~kosecka,sQ6l4sMAAAAJ
Jana Köhler,Saarland University,https://www.dfki.de/en/web/about-us/employee/person/jako01,lLSyJr0AAAAJ
Jana M. Weber,TU Delft,https://www.tudelft.nl/en/ewi/over-de-faculteit/afdelingen/intelligent-systems/pattern-recognition-bioinformatics/the-delft-bioinformatics-lab/people/jana-m-weber,FNkdn44AAAAJ
Janaina Mourão Miranda,University College London,https://iris.ucl.ac.uk/iris/browse/profile?upi=JMOUR63,CeWaBjcAAAAJ
Janaka V. Wijayakulasooriya,University of Peradeniya,https://eng.pdn.ac.lk/deee/academic-staff/dr.j.wijayakulasooriya/index.html,aw_EvZ4AAAAJ
Janaki Srinivasan,IIIT Bangalore,https://janakisrinivasan.wordpress.com,_SN8PK8AAAAJ
Janakiram Dharanipragada,IIT Madras,http://dos.iitm.ac.in/djwebsite,zxpFxq8AAAAJ
Janardhan Rao (Jana) Doppa,Washington State University,http://eecs.wsu.edu/~jana,x2mdFuwAAAAJ
Janardhan Rao Doppa,Washington State University,http://eecs.wsu.edu/~jana,x2mdFuwAAAAJ
Janche Sang,Cleveland State University,http://cis.csuohio.edu/~sang,NOSCHOLARPAGE
Jane Bromley,Open University UK,http://stem.open.ac.uk/people/jmb995,W2pvAfEAAAAJ
Jane Cleland-Huang,University of Notre Dame,https://engineering.nd.edu/profiles/jcleland-huang,IQ5XCgYAAAAJ
Jane E. Sinclair,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/jane_sinclair,NOSCHOLARPAGE
Jane Goodyer,Massey University,https://www.massey.ac.nz/massey/learning/colleges/college-of-sciences/staff-list.cfm?stref=168930,NOSCHOLARPAGE
Jane Hayes,University of Kentucky,http://selab.netlab.uky.edu/homepage,vDBB56cAAAAJ
Jane Hillston,University of Edinburgh,http://homepages.inf.ed.ac.uk/jeh,4hUZomAAAAAJ
Jane Hsu 0001,National Taiwan University,https://iagentntu.github.io/professor/Jane.html,FEj19lcAAAAJ
Jane Huffman Hayes,University of Kentucky,http://selab.netlab.uky.edu/homepage,vDBB56cAAAAJ
Jane Hunter,University of Queensland,http://staff.itee.uq.edu.au/jane,JMiJkd4AAAAJ
Jane Yung-Jen Hsu,National Taiwan University,https://iagentntu.github.io/professor/Jane.html,FEj19lcAAAAJ
