name,affiliation,homepage,scholarid
Jia Wu 0005,UESTC,https://www.is.uestc.edu.cn/teachers.do?id=1096,NOSCHOLARPAGE
Jia Xu 0004,Stevens Institute of Technology,http://jiaxu.org,myyblq4AAAAJ
Jia Yu 0001,Washington State University,https://jiayuasu.github.io,CHOjvFIAAAAJ
Jia Zou 0001,Arizona State University,https://sites.google.com/view/jiazou-web/home,7Dnxbj0AAAAJ
Jia-Bin Huang 0001,University of Maryland - College Park,https://jbhuang0604.github.io/,pp848fYAAAAJ
Jia-Fu Xu,Nanjing University,https://cs.nju.edu.cn/58/2b/c2639a153643/page.htm,NOSCHOLARPAGE
Jia-Guang Sun,Tsinghua University,http://www.thss.tsinghua.edu.cn/publish/soften/3131/2010/20101219095105462245998/20101219095105462245998_.html,NOSCHOLARPAGE
Jia-Guang Sun 0001,Tsinghua University,http://www.thss.tsinghua.edu.cn/publish/soften/3131/2010/20101219095105462245998/20101219095105462245998_.html,NOSCHOLARPAGE
Jia-Huai You,University of Alberta,https://webdocs.cs.ualberta.ca/~you,NOSCHOLARPAGE
Jia-Jie Xu 0001,Soochow University,http://jwsy.suda.edu.cn/69/bf/c9398a223679/page.htm,HYURJ-0AAAAJ
Jia-Shung Wang,National Tsing Hua University,http://vc.cs.nthu.edu.tw/home/vc_html/member/jswang_e.html,NOSCHOLARPAGE
Jiachen Li 0001,Univ. of California - Riverside,https://jiachenli94.github.io,1_f79vUAAAAJ
Jiachi Chen,Sun Yat-sen University,https://jiachi-chen.github.io/,FpdgEZMAAAAJ
Jiadi Yu,Shanghai Jiao Tong University,https://www.cs.sjtu.edu.cn/~jdyu/,2e7_jEoAAAAJ
Jiafeng Guo,Chinese Academy of Sciences,http://teacher.ucas.ac.cn/~0023936,nD0I3PUAAAAJ
Jiafeng Zhou,University of Liverpool,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/jiafeng-zhou,NOSCHOLARPAGE
Jiaguang Sun,Tsinghua University,http://www.thss.tsinghua.edu.cn/publish/soften/3131/2010/20101219095105462245998/20101219095105462245998_.html,NOSCHOLARPAGE
Jiaguang Sun 0001,Tsinghua University,http://www.thss.tsinghua.edu.cn/publish/soften/3131/2010/20101219095105462245998/20101219095105462245998_.html,NOSCHOLARPAGE
Jiahai Yang,Tsinghua University,http://nmgroup.tsinghua.edu.cn/yang/index_en.htm,NOSCHOLARPAGE
Jiaheng Lu,University of Helsinki,https://www.cs.helsinki.fi/u/jilu,EVNolAkAAAAJ
Jiaheng Zhang,National University of Singapore,https://zjhzjh123.github.io/,vh90--IAAAAJ
Jiahua Jiang,ShanghaiTech University,https://sist.shanghaitech.edu.cn/sist_en/2020/0707/c7582a58299/page.htm,ZHLDtbsAAAAJ
Jiahuan Zhou,Peking University,https://zhoujiahuan1991.github.io/,ZLZmI8sAAAAJ
Jiajia Li 0001,North Carolina State University,http://jiajiali.org,A8TTuWMAAAAJ
Jiajie Xu 0001,Soochow University,http://jwsy.suda.edu.cn/69/bf/c9398a223679/page.htm,HYURJ-0AAAAJ
Jiajing Wu,Sun Yat-sen University,http://xplanet.site/,EaqeskUAAAAJ
Jiajing Zhu,UESTC,https://sise.uestc.edu.cn/info/1036/11717.htm,NOSCHOLARPAGE
Jiajun Bu,Zhejiang University,http://mypage.zju.edu.cn/bjj,OgZP2okAAAAJ
Jiajun Chen 0001,Nanjing University,https://cs.nju.edu.cn/chenjiajun/index_en.htm,WIF7VaoAAAAJ
Jiajun Liu,Renmin University of China,https://sites.google.com/site/drjiajunliu/homepage,xZGKQkcAAAAJ
Jiajun Wen 0001,Shenzhen University,https://csse.szu.edu.cn/en/pages/user/index?id=835,VmiSYTgAAAAJ
Jiajun Wu 0001,Stanford University,https://jiajunwu.com,2efgcS0AAAAJ
Jialiang Lu,Shanghai Jiao Tong University,https://cs.sjtu.edu.cn/en/PeopleDetail.aspx?id=334,NOSCHOLARPAGE
Jialie Shen 0001,City University of London,https://www.city.ac.uk/about/find-contact/staff-directory?query=Jialie+shen,d3h-zScAAAAJ
Jialin Li 0001,National University of Singapore,https://homes.cs.washington.edu/~lijl,NOSCHOLARPAGE
Jialin Liu 0001,SUSTech,http://cse.sustech.edu.cn/faculty/~liujl,xhytgbIAAAAJ
Jiamou Liu,University of Auckland,https://unidirectory.auckland.ac.nz/profile/jiamou-liu,zrGdI2oAAAAJ
Jian Cao 0001,Shanghai Jiao Tong University,https://www.cs.sjtu.edu.cn/PeopleDetail.aspx?id=114,JRk61c0AAAAJ
Jian Chen 0006,Ohio State University,http://web.cse.ohio-state.edu/~chen.8028/Home.html,9R1aERQAAAAJ
Jian Huang 0006,Univ. of Illinois at Urbana-Champaign,http://jianh.web.engr.illinois.edu,wYasaaUAAAAJ
Jian Huang 0007,University of Tennessee,http://web.eecs.utk.edu/~huangj,fGm3ZMkAAAAJ
Jian Li 0008,Stony Brook University,https://sites.google.com/stonybrook.edu/jianli,h039Yq4AAAAJ
Jian Li 0015,Tsinghua University,http://iiis.tsinghua.edu.cn/~jianli,khvIZWkAAAAJ
Jian Li 0021,Shanghai Jiao Tong University,https://sdic.sjtu.edu.cn/index.php/jian-li/,NOSCHOLARPAGE
Jian Liu 0001,University of Tennessee,http://web.eecs.utk.edu/~jliu,Ckfl4_AAAAAJ
Jian Liu 0012,Zhejiang University,https://person.zju.edu.cn/0019840,-T_UNHwAAAAJ
Jian Lu 0001,Nanjing University,http://cs.nju.edu.cn/58/2a/c2639a153642/page.htm,NOSCHOLARPAGE
Jian Lv 0001,Nanjing University,http://cs.nju.edu.cn/58/2a/c2639a153642/page.htm,NOSCHOLARPAGE
Jian Lü 0001,Nanjing University,http://cs.nju.edu.cn/58/2a/c2639a153642/page.htm,NOSCHOLARPAGE
Jian Ma 0004,Carnegie Mellon University,http://www.cs.cmu.edu/~jianma,nDw9v78AAAAJ
Jian Pei,Duke University,https://sites.google.com/view/jpei/jian-peis-homepage,zIMEVKsAAAAJ
Jian Peng 0001,Univ. of Illinois at Urbana-Champaign,http://jianpeng.web.engr.illinois.edu,4wcAVXAAAAAJ
Jian Tang 0001,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/jian.php,fs8--boAAAAJ
Jian Tang 0008,Syracuse University,http://www.ecs.syr.edu/faculty/tang,IirM9zMAAAAJ
Jian Wang 0016,Fudan University,http://homepage.fudan.edu.cn/jianwang,5i7YIEgAAAAJ
Jian Weng 0002,KAUST,http://were.github.io,8sYWd-sAAAAJ
Jian Wu 0001,Zhejiang University,http://mypage.zju.edu.cn/0004274,VO9XIXYAAAAJ
Jian Yang 0001,Macquarie University,https://researchers.mq.edu.au/en/persons/jian-yang,r5jS8eYAAAAJ
Jian Yao 0002,Wuhan University,https://cvrs.whu.edu.cn/jianyao/,lV0Wxw0AAAAJ
Jian Yun Nie,University of Montreal,http://rali.iro.umontreal.ca/nie/jian-yun-nie-en,W7uYg0UAAAAJ
Jian Zhang 0004,Louisiana State University,https://www.lsu.edu/eng/cse/people/faculty/zhang.php,NOSCHOLARPAGE
Jian Zhang 0010,Wuhan University,https://cs.whu.edu.cn/info/1019/2509.htm,NOSCHOLARPAGE
Jian Zhang 0048,Central South University,https://faculty.csu.edu.cn/zhangjian1/zh_CN/index.htm,qmyus9IAAAAJ
Jian Zhao 0010,University of Waterloo,https://jeffjianzhao.bitbucket.io,5v0elikAAAAJ
Jian Zhu 0005,CUHK (SZ),https://sse.cuhk.edu.cn/en/faculty/zhujian,U0lt7MIAAAAJ
Jian-Hua Chen,Louisiana State University,https://www.lsu.edu/eng/cse/people/faculty/chen.j.php,NOSCHOLARPAGE
Jian-Huang Lai,Sun Yat-sen University,https://ieeexplore.ieee.org/author/37274695700,NOSCHOLARPAGE
Jian-Jia Chen,TU Dortmund,https://ls12-www.cs.tu-dortmund.de/daes/de/daes/mitarbeiter/jjchen.html,_kx4s9QAAAAJ
Jian-Ling Sun,Zhejiang University,https://person.zju.edu.cn/en/sunjl,NOSCHOLARPAGE
Jian-Qiang Li 0001,Shenzhen University,http://csse.szu.edu.cn/staff/lijq,-oVMPBwAAAAJ
Jian-Xin Wu,Nanjing University,https://cs.nju.edu.cn/wujx,NOSCHOLARPAGE
Jian-Yun Nie,University of Montreal,http://rali.iro.umontreal.ca/nie/jian-yun-nie-en,W7uYg0UAAAAJ
Jian-Zhong Li 0001,Harbin Institute of Technology,http://homepage.hit.edu.cn/jianzhongli,RLFOrxsAAAAJ
Jian-bin Hu,Peking University,http://eecs.pku.edu.cn/EN/People/Faculty/Detail/?ID=6086,NOSCHOLARPAGE
Jian-qiang Li 0001,Shenzhen University,http://csse.szu.edu.cn/staff/lijq,-oVMPBwAAAAJ
Jianbin Gao,UESTC,https://www.scse.uestc.edu.cn/info/1081/11639.htm,kIe5s8QAAAAJ
Jianbin Huang,Xidian University,https://web.xidian.edu.cn/jbhuang,s60vEVYAAAAJ
Jianbin Qin,Shenzhen University,http://csse.szu.edu.cn/en/peoplec4be.html?222367,2ZmhZpgAAAAJ
Jianbing Shen,University of Macau,https://www.fst.um.edu.mo/people/jianbingshen/,_Q3NTToAAAAJ
Jianbo Jiao,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/jiao-jianbo.aspx,HkEiMMwAAAAJ
Jianbo Shi,University of Pennsylvania,https://www.cis.upenn.edu/~jshi,Sm14jYIAAAAJ
Jianchao Luo,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/1918.htm,NOSCHOLARPAGE
Jiancheng Lv 0001,Sichuan University,http://dicalab.cn/,0TCaWKwAAAAJ
Jianer Chen,Texas A&M University,http://faculty.cs.tamu.edu/chen,0zVOVQ0AAAAJ
Jianfei Cai 0001,Monash University,https://jianfei-cai.github.io,N6czCoUAAAAJ
Jianfei Yin,Shenzhen University,http://csse.szu.edu.cn/en/peoplef6ad.html?14758,4KfYemQAAAAJ
Jianfeng Feng,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/jianfeng_feng/#overview,0MtAVz4AAAAJ
Jianfeng Ma 0001,Xidian University,https://web.xidian.edu.cn/jfma/,NOSCHOLARPAGE
Jianfeng Yan,Soochow University,http://web.suda.edu.cn/yanjf,NOSCHOLARPAGE
Jianfu Zhang 0003,Shanghai Jiao Tong University,http://www.qingyuan.sjtu.edu.cn/a/Jianfu-Zhang.html,jSiStc4AAAAJ
Jiang Hu,Texas A&M University,http://cesg.tamu.edu/faculty/jiang-hu,TWw91rQAAAAJ
Jiang Liu 0001,SUSTech,https://faculty.sustech.edu.cn/liuj,NOSCHOLARPAGE
Jiang Ming 0002,Tulane University,https://cs.tulane.edu/~jming/,i4VFYKAAAAAJ
Jiang Yu,Tsinghua University,https://sites.google.com/site/jiangyu198964/home,NOSCHOLARPAGE
Jiang Yu Zheng,IUPUI,http://cs.iupui.edu/~jzheng,Gih-kpUAAAAJ
Jiangchuan Liu,Simon Fraser University,http://www.cs.sfu.ca/~jcliu,VU2Jw1YAAAAJ
Jiangfan Yi,Peking University,http://eecs.pku.edu.cn/EN/People/Faculty/Detail/?ID=6016,NOSCHOLARPAGE
Jiangfan Yu,CUHK (SZ),https://www.imlyu.com,2rMKEG0AAAAJ
Jiangfeng Li,Tongji University,https://sse.tongji.edu.cn/lijiangfeng,NOSCHOLARPAGE
Jianghong Ma,Harbin Institute of Technology,http://faculty.hitsz.edu.cn/majianghong,9ZQQqasAAAAJ
Jiangtao Cui,Xidian University,https://web.xidian.edu.cn/cuijt/,u9IRSacAAAAJ
Jiangtao Wen,Tsinghua University,http://media.cs.tsinghua.edu.cn/en/wenjt,KTYQRzYAAAAJ
Jianguo Chen 0001,Sun Yat-sen University,http://sse.sysu.edu.cn/teacher/253,k6n94kkAAAAJ
Jianguo Lu,University of Windsor,http://www.uwindsor.ca/science/computerscience/1051/dr-jianguo-lu,PfF0D0sAAAAJ
Jianguo Wang 0001,Purdue University,https://www.cs.purdue.edu/homes/csjgwang,EH2FzosAAAAJ
Jianguo Xiao,Peking University,http://web5.pku.edu.cn/icst/People/4516.htm,NOSCHOLARPAGE
Jianguo Yao,Shanghai Jiao Tong University,https://tcloud.sjtu.edu.cn/users/jianguo/,NOSCHOLARPAGE
Jianguo Zhang 0001,SUSTech,https://faculty.sustech.edu.cn/zhangjg,ypSmZtIAAAAJ
Jianhua Chen,Louisiana State University,https://www.lsu.edu/eng/cse/people/faculty/chen.j.php,NOSCHOLARPAGE
Jianhua Feng,Tsinghua University,http://dbgroup.cs.tsinghua.edu.cn/fengjh,4vaO7cIAAAAJ
Jianhua He,University of Essex,https://www.essex.ac.uk/people/hejia61606/jianhua-he,Sq03a0UAAAAJ
Jianhua Ruan,University of Texas at San Antonio,http://www.cs.utsa.edu/~jruan,seB8s3wAAAAJ
Jianhua Shao 0001,Cardiff University,https://www.cardiff.ac.uk/people/view/118162-shao-jianhua,NOSCHOLARPAGE
Jianhua Sun 0002,Hunan University,http://csee.hnu.edu.cn/people/sunjianhua,NOSCHOLARPAGE
Jianhua Yin,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2349.htm,aZZfn90AAAAJ
Jianhua Zhao,Nanjing University,https://cs.nju.edu.cn/58/18/c2639a153624/page.htm,qO7iw2QAAAAJ
Jianhuang Lai,Sun Yat-sen University,https://ieeexplore.ieee.org/author/37274695700,NOSCHOLARPAGE
Jianhui Jiang,Tongji University,https://sse.tongji.edu.cn/Data/View/2837,NOSCHOLARPAGE
Jianhui Tian,Southern Methodist University,http://lyle.smu.edu/~tian,NOSCHOLARPAGE
Jianjun Chen 0005,Tsinghua University,https://jianjunchen.com,7ryl0L8AAAAJ
Jianjun Hu,University of South Carolina,http://www.cse.sc.edu/~jianjunh,_iD3nyMAAAAJ
Jianjun Huang 0001,Renmin University of China,https://hjjandy.github.io,ip0G7pgAAAAJ
Jianke Zhu,Zhejiang University,http://mypage.zju.edu.cn/jkzhu,SC-WmzwAAAAJ
Jianlei Yang 0001,Beihang University,https://shi.buaa.edu.cn/jianlei,HLEelmYAAAAJ
Jianli Pan,George Mason University,https://mason.gmu.edu/~jpan22,l9QQeHgAAAAJ
Jianliang Gao,Central South University,https://faculty.csu.edu.cn/gaojianliang/zh_CN/index.htm,NOSCHOLARPAGE
Jianliang Wu,Simon Fraser University,https://allenjlw.github.io/,Qepf8EMAAAAJ
Jianliang Xu,Hong Kong Baptist University,http://www.comp.hkbu.edu.hk/~xujl,LJNsBeoAAAAJ
Jianlin Cheng,University of Missouri,https://engineering.missouri.edu/faculty/jianlin-cheng,t9MY6lwAAAAJ
Jianling Sun,Zhejiang University,https://person.zju.edu.cn/en/sunjl,NOSCHOLARPAGE
Jianlong Wu,Shandong University,https://jlwu1992.github.io,XGeEH-IAAAAJ
Jianmin Jiang,Shenzhen University,http://futuremedia.szu.edu.cn/peopleJianminJiang.html,IpMcSfcAAAAJ
Jianmin Li 0001,Tsinghua University,http://www.tsinghua.edu.cn/publish/csen/4623/2010/20101225164517300815523/20101225164517300815523_.html,VeqPMPIAAAAJ
Jianmin Wang 0001,Tsinghua University,http://www.thss.tsinghua.edu.cn/publish/soften/3131/2010/20101219100058471372347/20101219100058471372347_.html,MiovcboAAAAJ
Jianmin Wang 0013,Tongji University,https://sse.tongji.edu.cn/Data/View/2850,NOSCHOLARPAGE
Jianmin Zheng,Nanyang Technological University,https://www3.ntu.edu.sg/home/asjmzheng,yUFk0QUAAAAJ
Jiann-Shiun Yuan,University of Central Florida,https://sites.google.com/site/yuanjs168,b-C_s6gAAAAJ
Jiann-Shuin Yuan,University of Central Florida,https://sites.google.com/site/yuanjs168,b-C_s6gAAAAJ
Jiannan Li,Singapore Management University,https://scis.smu.edu.sg/faculty/profile/7441/li-jiannan,wyW0rJQAAAAJ
Jiannan Wang 0001,Simon Fraser University,http://www.cs.sfu.ca,fKV65XQAAAAJ
Jiannong Cao 0001,The Hong Kong Polytechnic University,http://www4.comp.polyu.edu.hk/~csjcao,q2jH-3sAAAAJ
Jianping Li 0002,UESTC,https://www.scse.uestc.edu.cn/info/1081/11947.htm,NOSCHOLARPAGE
Jianping Pan 0001,University of Victoria,https://webhome.cs.uvic.ca/~pan,mlUYzYcAAAAJ
Jianping Wang 0001,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jianwang,bow_liAAAAAJ
Jianping Wu,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/csen/4623/2010/20101224194435414856631/20101224194435414856631_.html,Y-nqSYgAAAAJ
Jianping Zeng 0002,Fudan University,http://homepage.fudan.edu.cn/zengjp,A-I4mjgAAAAJ
Jianqiang Li 0001,Shenzhen University,http://csse.szu.edu.cn/staff/lijq,-oVMPBwAAAAJ
Jianqin Yin,BUPT,https://teacher.bupt.edu.cn/yinjianqin/en/index.htm,NOSCHOLARPAGE
Jianqing Fan,Princeton University,https://fan.princeton.edu/,TaF4L4EAAAAJ
Jianqing Liu,North Carolina State University,https://jianqing-liu.github.io/,3iOL6ZkAAAAJ
Jianshe Wu,Xidian University,https://web.xidian.edu.cn/jshwu/,y2GUW9UAAAAJ
Jiansheng Huang,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/doctor_jiansheng_huang,5q-FekoAAAAJ
Jiantao Jiao,Univ. of California - Berkeley,https://people.eecs.berkeley.edu/~jiantao,aO8KpGcAAAAJ
Jiantao Zhou 0001,University of Macau,https://www.fst.um.edu.mo/people/jtzhou/,mcROAxAAAAAJ
Jianting Zhang,CUNY,http://www-cs.ccny.cuny.edu/~jzhang,UKjJKUIAAAAJ
Jianwei Huang 0001,CUHK (SZ),https://jianwei.cuhk.edu.cn/,QQq52JcAAAAJ
Jianwei Jiang 0002,Shanghai Jiao Tong University,http://www.se.sjtu.edu.cn/teacher/teacherdetail.aspx?id=12,NOSCHOLARPAGE
Jianwei Lu,Tongji University,https://sse.tongji.edu.cn/Data/View/2849,NOSCHOLARPAGE
Jianwei Niu 0001,University of Texas at San Antonio,http://www.cs.utsa.edu/~niu,WURkybsAAAAJ
Jianwei Niu 0002,Beihang University,http://scse.buaa.edu.cn/info/1078/2664.htm,NOSCHOLARPAGE
Jianwei Yin,Zhejiang University,http://mypage.zju.edu.cn/0001038,0s1A5fwAAAAJ
Jianwei Zhang 0001,University of Hamburg,https://tams.informatik.uni-hamburg.de/people/zhang,NOSCHOLARPAGE
Jianwei Zhuge,Tsinghua University,http://netsec.ccert.edu.cn/zhugejw,ndC7PCQAAAAJ
Jianwen Li,East China Normal University,https://faculty.ecnu.edu.cn/_s43/ljw2/main.psp,kpv4RzgAAAAJ
Jianwen Su,Univ. of California - Santa Barbara,http://www.cs.ucsb.edu/~su,JpC9bmEAAAAJ
Jianxi Fan,Soochow University,https://www.x-mol.com/university/faculty/188543,NOSCHOLARPAGE
Jianxia Xue,University of Mississippi,https://www.cs.olemiss.edu/people/xue_jianxia,NOSCHOLARPAGE
Jianxin Li 0002,Beihang University,http://act.buaa.edu.cn/lijx,EY2lqD0AAAAJ
Jianxin Liao,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_159,NOSCHOLARPAGE
Jianxin Lin,Hunan University,http://csee.hnu.edu.cn/people/linjianxin,ztdMYPcAAAAJ
Jianxin Wang 0001,Central South University,https://faculty.csu.edu.cn/wangjianxin1/zh_CN/index.htm,7pgY2F0AAAAJ
Jianxin Wu 0001,Nanjing University,http://cs.nju.edu.cn/wujx,0JRtCV4AAAAJ
Jianyang Zeng 0001,Tsinghua University,http://iiis.tsinghua.edu.cn/zh/zengjy,NOSCHOLARPAGE
Jianye Hao,Tianjin University,http://www.icdai.org/jianye.html,FCJVUYgAAAAJ
Jianye Yang,Hunan University,http://csee.hnu.edu.cn/people/yangjianye,NOSCHOLARPAGE
Jianying Zhou 0001,SUTD,http://jianying.space,T-Uf3dYAAAAJ
Jianyong Wang 0001,Tsinghua University,http://dbgroup.cs.tsinghua.edu.cn/wangjy,VfBaiG8AAAAJ
Jianyun Nie,University of Montreal,http://rali.iro.umontreal.ca/nie/jian-yun-nie-en,W7uYg0UAAAAJ
Jianzhong Li 0001,Harbin Institute of Technology,http://homepage.hit.edu.cn/jianzhongli,RLFOrxsAAAAJ
Jianzhong Qi 0001,University of Melbourne,http://people.eng.unimelb.edu.au/jianzhongq,mxS6eHYAAAAJ
Jianzhu Ma,Tsinghua University,https://majianzhu.com/,AATzYuAAAAAJ
Jiaole Wang,Harbin Institute of Technology,http://faculty.hitsz.edu.cn/jlwang,utAk8ZMAAAAJ
Jiaoyan Chen 0001,University of Manchester,https://chenjiaoyan.github.io/,5Cy4z8wAAAAJ
Jiapeng Zhang,University of Southern California,https://sites.google.com/site/jiapeng0708,9eQOP14AAAAJ
Jiaping Gui,Shanghai Jiao Tong University,https://infosec.sjtu.edu.cn/DirectoryDetail.aspx?id=173,PCHAczoAAAAJ
Jiaqi Liu 0001,Central South University,https://faculty.csu.edu.cn/liujiaqi/zh_CN/index.htm,NOSCHOLARPAGE
Jiaqing Luo,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/1904.htm,NOSCHOLARPAGE
Jiasi Chen,University of Michigan,https://jiasi.engin.umich.edu,3FC3-T0AAAAJ
Jiasi Shen 0001,HKUST,http://shenjiasi.com/,pyLCHy0AAAAJ
Jiawei Han 0001,Univ. of Illinois at Urbana-Champaign,http://hanj.cs.illinois.edu,Kv9AbjMAAAAJ
Jiawei Huang 0001,Central South University,https://faculty.csu.edu.cn/jiaweihuang/zh_CN/index.htm,BSeLydkAAAAJ
Jiawei Jiang,Wuhan University,http://bluesjjw.github.io/,G_Hg-j0AAAAJ
Jiawei Yuan,University of Massachusetts Dartmouth,https://www.umassd.edu/directory/jyuan/,lF3Q2osAAAAJ
Jiawei Zhang 0001,Univ. of California - Davis,http://jiaweizhang.net,7AkZSJsAAAAJ
Jiawei Zhang 0006,New York University,https://sites.google.com/nyu.edu/jiawei-zhang,zK4uegoAAAAJ
Jiaxiang Liu 0001,Shenzhen University,https://csse.szu.edu.cn/pages/user/index?id=1031,V0a_TRoAAAAJ
Jiaxin Ding,Shanghai Jiao Tong University,https://jhc.sjtu.edu.cn/~jiaxinding/,bF_VBEAAAAAJ
Jiaxin Huang 0001,Washington University in St. Louis,https://engineering.wustl.edu/faculty/Jiaxin-Huang.html,0Ttkrj0AAAAJ
Jiaxin Mao,Renmin University of China,https://sites.google.com/site/maojiaxin,DDXcKKcAAAAJ
Jiaxin Zhu,Chinese Academy of Sciences,http://www.tcse.cn/~zhujiaxin,2NTaUWsAAAAJ
Jiaxing Song,Tsinghua University,http://www.cs.tsinghua.edu.cn/publish/csen/4623/2010/20101224171300777933176/20101224171300777933176_.html,NOSCHOLARPAGE
Jiaya Jia,HKUST,https://cse.hkust.edu.hk/admin/people/faculty/profile/jia,XPAkzTEAAAAJ
Jiayi Ma 0001,Wuhan University,http://eis.whu.edu.cn/ryDetail.shtml?rsh=00030884,73trMQkAAAAJ
Jiayi Meng,University of Texas at Arlington,https://ranger.uta.edu/~jmeng/,IlZs8_oAAAAJ
Jiaying Liu 0001,Peking University,http://www.icst.pku.edu.cn/struct/people/liujiaying.html,NOSCHOLARPAGE
Jiayu Xu,Oregon State University,https://sites.google.com/view/jiayux,c6prlkcAAAAJ
Jiayu Zhou,Michigan State University,http://0xmachine.com,yQKlLTQAAAAJ
Jiazhi Xia,Central South University,https://faculty.csu.edu.cn/xiajiazhi/zh_CN/index.htm,Sbeiir0AAAAJ
Jichen Zhu,IT University of Copenhagen,https://pure.itu.dk/portal/da/persons/jichen-zhu,t5AZ2-AAAAAJ
Jicheng Hu,Wuhan University,http://cs.whu.edu.cn/teacherinfo.aspx?id=219,NOSCHOLARPAGE
Jicong Fan 0001,CUHK (SZ),https://jicongfan.github.io/,vdJsnhIAAAAJ
Jidong Xiao,Boise State University,http://cs.boisestate.edu/~jxiao,PYvcetMAAAAJ
Jidong Zhai,Tsinghua University,http://pacman.cs.tsinghua.edu.cn/~zjd,NOSCHOLARPAGE
Jie (Jayne) Wu,University of Tennessee,http://www.eecs.utk.edu/people/faculty/jwu10,oXoWM_QAAAAJ
Jie Cao 0010,University of Oklahoma,https://mlciv.com,McBrjX4AAAAJ
Jie Chen 0026,Hong Kong Baptist University,http://www.comp.hkbu.edu.hk/~chenjie,qrWi1RYAAAAJ
Jie Chen 0027,Shenzhen University,https://arikcj.github.io/,709V_rcAAAAJ
Jie Gao 0001,Rutgers University,https://sites.rutgers.edu/jie-gao,P1CMmgEAAAAJ
Jie Gu 0001,Northwestern University,http://users.eecs.northwestern.edu/~jgu,HP-yzF0AAAAJ
Jie Hao,BUPT,https://scss.bupt.edu.cn/info/1063/3808.htm,z26c40QAAAAJ
Jie Jiang 0011,SUSTech,http://cse.sustech.edu.cn/faculty/~jiangj,RTWu4e0AAAAJ
Jie Li 0001,Xidian University,https://web.xidian.edu.cn/leejie,k1YohAwAAAAJ
Jie Li 0002,Shanghai Jiao Tong University,https://www.cs.sjtu.edu.cn/~lijie/,Krl5HRcAAAAJ
Jie Lin,Xidian University,https://web.xidian.edu.cn/jlin/,sWyUeTAAAAAJ
Jie Lu 0001,University of Technology Sydney,https://www.uts.edu.au/staff/jie.lu,KKo7jCMAAAAJ
Jie Lu 0007,ShanghaiTech University,http://faculty.sist.shanghaitech.edu.cn/faculty/lujie/,ShCBK4oAAAAJ
Jie Ren,College of William and Mary,https://www.wm.edu/as/computerscience/people/ren_jie.php,3PjCzH4AAAAJ
Jie Shao 0001,UESTC,http://cfm.uestc.edu.cn/~shaojie,ikbw5okAAAAJ
Jie Shen 0005,Stevens Institute of Technology,https://sites.google.com/site/jieshensjtu,Em5N8u0AAAAJ
Jie Shen 0013,UESTC,https://www.en.scse.uestc.edu.cn/info/1085/2058.htm,NOSCHOLARPAGE
Jie Tang 0001,Tsinghua University,http://keg.cs.tsinghua.edu.cn/jietang,n1zDCkQAAAAJ
Jie Wang 0002,University of Massachusetts Lowell,http://www.cs.uml.edu/~wang,5tvHmuMAAAAJ
Jie Wei,CUNY,https://www.ccny.cuny.edu/profiles/jie-wei,VOuKF7sAAAAJ
Jie Wen 0001,Harbin Institute of Technology,https://faculty.hitsz.edu.cn/wenjie,bsTnbo4AAAAJ
Jie Wu 0001,Temple University,https://cis.temple.edu/~wu,BVlfmXMAAAAJ
Jie Wu 0003,Fudan University,http://www.cs.fudan.edu.cn/en/?page_id=2258,NOSCHOLARPAGE
Jie Wu 0013,University of Tennessee,http://www.eecs.utk.edu/people/faculty/jwu10,oXoWM_QAAAAJ
Jie Xu 0002,CUHK (SZ),https://myweb.cuhk.edu.cn/xujie,HPUG2jwAAAAJ
Jie Xu 0007,University of Leeds,https://eps.leeds.ac.uk/computing/staff/331/professor-jie-xu,_KsRPiAAAAAJ
Jie Yang 0003,Florida State University,http://www.cs.fsu.edu/~jieyang,2futSMoAAAAJ
Jie Yang 0028,TU Delft,https://www.wis.ewi.tudelft.nl/yang,DAlsOOEAAAAJ
Jie Ying Wu,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=jieying-wu,Wrq_fDEAAAAJ
